CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL193482	328137	CHEMBL193482	328137	ESTRIOL	ESTRIOL	288.39	2.58	60.69	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O	7654447	IC50	=	1.691	nM	8.77	IC50	=	.001691	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	774756	CHEMBL1909145	B	DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)	15	DrugMatrix			32644	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	59306	CHEMBL1909046							1759	CHEMBL3308860	Sf9		
CHEMBL185114	307073	CHEMBL185114	307073		13	465.57	4.51	82.39	0	O[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1	1443383	IC50	=	1.7	nM	8.77	IC50	=	1.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	304575	CHEMBL831072	B	Binding potency for human ER alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20002	CHEMBL1137199	15225686	Bioorg. Med. Chem. Lett.	2004	14	15	3865					
CHEMBL361751	304704	CHEMBL361751	304704		17	463.6	5.93	62.16	1	Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCCN5CCCC5)cc4	1433646	IC50	=	1.7	nM	8.77	IC50	=	1.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305993	CHEMBL832667	B	Inhibition of bindign to recombinant human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20364	CHEMBL1144457	15582421	Bioorg. Med. Chem. Lett.	2005	15	1	107					
CHEMBL81	6914	CHEMBL81	6914	RALOXIFENE	2	473.59	6.08	70	1	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	1654139	IC50	=	1.8	nM	8.74	IC50	=	1.8	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	325824	CHEMBL863236	B	Inhibition of binding to recombinant human ERalpha by scintillation proximity assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	30340	CHEMBL1141200	16203138	Bioorg. Med. Chem. Lett.	2005	15	23	5124					
CHEMBL1087545	615241	CHEMBL1087545	615241		1d-(R)	499.61	6.18	71.39	1	Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5	3230267	IC50	=	2.2	nM	8.66	IC50	=	2.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	622101	CHEMBL1114100	B	Displacement of radiolabeled estrogen from estrogen receptor alpha by scintillation counting	1	Scientific Literature				Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			49994	CHEMBL1153760	19366247	J. Med. Chem.	2009	52	23	7544					
CHEMBL329902	150641	CHEMBL329902	150641		27	423.53	5.01	62.16	1	CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4cccc(O)c4	1105525	IC50	=	2.3	nM	8.64	IC50	=	2.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67495	CHEMBL679886	F	Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor alpha and the alkaline phosphatase reporter gene.	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6362	CHEMBL1146754	15125925	Bioorg. Med. Chem. Lett.	2004	14	11	2741	722	CHEMBL3307715	HEK293		
CHEMBL369724	301961	CHEMBL369724	301961		6	459.59	5.84	62.16	1	C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1	1424778	IC50	=	2.4	nM	8.62	IC50	=	2.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305467	CHEMBL831077	B	Inhibition of estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20896	CHEMBL1142044	15745820	Bioorg. Med. Chem. Lett.	2005	15	6	1675					
CHEMBL183084	307147	CHEMBL183084	307147		4	481.59	5.88	62.16	1	Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)CC5)cc4	1444217	IC50	=	2.5	nM	8.6	IC50	=	2.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	304575	CHEMBL831072	B	Binding potency for human ER alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20002	CHEMBL1137199	15225686	Bioorg. Med. Chem. Lett.	2004	14	15	3865					
CHEMBL359671	301963	CHEMBL359671	301963		9F	491.6	6.37	62.16	1	C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@H](C)C5	1427941	IC50	=	2.5	nM	8.6	IC50	=	2.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305467	CHEMBL831077	B	Inhibition of estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20896	CHEMBL1142044	15745820	Bioorg. Med. Chem. Lett.	2005	15	6	1675					
CHEMBL328716	150576	CHEMBL328716	150576		12	481.59	6.07	62.16	1	Oc1ccc(cc1)[C@@H]2Sc3c(F)c(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4	1111353	IC50	=	2.5	nM	8.6	IC50	=	2.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67495	CHEMBL679886	F	Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor alpha and the alkaline phosphatase reporter gene.	1	Scientific Literature				Expert	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6362	CHEMBL1146754	15125925	Bioorg. Med. Chem. Lett.	2004	14	11	2741	722	CHEMBL3307715	HEK293		
CHEMBL3427402	1844794	CHEMBL3427402	1844794		33	498.41	6.26	106.2	1	Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O	15243238	IC50	=	2.7	nM	8.57	IC50	=	.0027	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1476877	CHEMBL3429911	B	Suppression of ER alpha in human MCF7 cells after 24 hrs by immunostaining analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	91767	CHEMBL3425438	25790336	J. Med. Chem.	2015	58	8	3522	491	CHEMBL3308403	MCF7		
CHEMBL196131	326231	CHEMBL196131	326231		2b	472.61	6.33	57.86	1	Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23	1523969	IC50	=	2.84	nM	8.55	IC50	=	2.84	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305813	CHEMBL829466	B	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20473	CHEMBL1139599	15911274	Bioorg. Med. Chem. Lett.	2005	15	11	2891					
CHEMBL183584	304459	CHEMBL183584	304459		4	463.6	5.79	62.16	1	C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1	1434691	IC50	=	3	nM	8.52	IC50	=	3	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305993	CHEMBL832667	B	Inhibition of bindign to recombinant human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20364	CHEMBL1144457	15582421	Bioorg. Med. Chem. Lett.	2005	15	1	107					
CHEMBL183584	304459	CHEMBL183584	304459		1a	463.6	5.79	62.16	1	C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1	1654121	IC50	=	3	nM	8.52	IC50	=	3	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	325824	CHEMBL863236	B	Inhibition of binding to recombinant human ERalpha by scintillation proximity assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	30340	CHEMBL1141200	16203138	Bioorg. Med. Chem. Lett.	2005	15	23	5124					
CHEMBL101083	163959	CHEMBL101083	163959		4	460.59	5.72	35.94	1	CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4	18049014	IC50	=	3	nM	8.52	IC50	=	3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1661537	CHEMBL4011149	B	Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estrogen-induced transcription preincubated overnight followed by estrogen addition measured after 24 hrs by dual luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104397	CHEMBL4007492	28296398	J Med Chem	2017	60	7	2790					
CHEMBL4069539	2209450	CHEMBL4069539	2209450		54	445.53	6.08	60.77	1	CC(C)c1ccc(cc1F)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4	18049140	IC50	=	3	nM	8.52	IC50	=	3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1661539	CHEMBL4011151	B	Induction of ERalpha degradation in human MCF7 cells after 18 to 24 hrs by Western blot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104397	CHEMBL4007492	28296398	J Med Chem	2017	60	7	2790					
CHEMBL103294	164211	CHEMBL103294	164211		11	477.05	6.24	35.94	1	CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCCC5)cc4	1439166	IC50	=	3.097	nM	8.51	pIC50(uM)	=	2.509				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	307278	CHEMBL831663	B	Inhibition of transcriptional activation by human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20821	CHEMBL1141983	15686893	Bioorg. Med. Chem. Lett.	2005	15	4	957					
CHEMBL103294	164211	CHEMBL103294	164211		20d	477.05	6.24	35.94	1	CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCCC5)cc4	1114574	IC50	=	3.1	nM	8.51	IC50	=	3.1	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67505	CHEMBL682289	B	Inhibitory concentration against estrogen receptor alpha using estrogen response element (ERE) assay.	1	Scientific Literature				Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			17078	CHEMBL1145829	12825935	J. Med. Chem.	2003	46	14	2945					
CHEMBL4059888	2199799	CHEMBL4059888	2199799		24c	462.5	6.48	83.83	1	Cc1cc(F)cc(C)c1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4	17985065	IC50	=	3.1	nM	8.51	IC50	=	3.1	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1649840	CHEMBL3998974	B	Antagonist activity at ERalpha in tamoxifen-sensitive human MCF7:WS8 cells assessed as inhibition of estradiol-induced response after 18 hrs by luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			103863	CHEMBL3997798	28117994	J Med Chem	2017	60	4	1325					
CHEMBL3586195	1949412	CHEMBL3586195	1949412		10, C10F	517.73	8.82	41.49	2	CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCF)cc2)\c3ccccc3	15628408	IC50	=	3.4	nM	8.47	IC50	=	3.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1500858	CHEMBL3588422	B	Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	92568	CHEMBL3585304	26003343	Bioorg. Med. Chem.	2015	23	13	3091					
CHEMBL327515	164133	CHEMBL327515	164133		6	442.6	5.5	35.94	1	Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4	1438508	IC50	=	3.499	nM	8.46	pIC50(uM)	=	2.456				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	307278	CHEMBL831663	B	Inhibition of transcriptional activation by human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20821	CHEMBL1141983	15686893	Bioorg. Med. Chem. Lett.	2005	15	4	957					
CHEMBL1358	304798	CHEMBL1358	304798	FULVESTRANT	5	606.78	8.68	57.53	2	C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	18113485	IC50	=	3.8	nM	8.42	IC50	=	3.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1674627	CHEMBL4024656	B	Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced GREB1 mRNA expression after 24 hrs by TaqMan assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			104895	CHEMBL4020850	29562737	J Med Chem	2018	61	7	2837					
CHEMBL93546	150193	CHEMBL93546	150193		20	465.59	6.36	41.93	1	Oc1ccc2OC(C(Sc2c1)c3ccc(F)cc3)c4ccc(OCCN5CCCCC5)cc4	1140764	IC50	=	3.8	nM	8.42	IC50	=	3.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67363	CHEMBL873603	B	Displacement of [3H]17-beta-estradiol from full length human estrogen receptor alpha	1	Scientific Literature				Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			6362	CHEMBL1146754	15125925	Bioorg. Med. Chem. Lett.	2004	14	11	2741					
CHEMBL4094499	2234410	CHEMBL4094499	2234410		24a	444.51	6.34	83.83	1	Cc1cccc(C)c1C(=O)c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4	17985064	IC50	=	4.2	nM	8.38	IC50	=	4.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1649840	CHEMBL3998974	B	Antagonist activity at ERalpha in tamoxifen-sensitive human MCF7:WS8 cells assessed as inhibition of estradiol-induced response after 18 hrs by luciferase reporter gene assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein			103863	CHEMBL3997798	28117994	J Med Chem	2017	60	4	1325					
CHEMBL281499	34190	CHEMBL281499	34190		31	326.4	4.69	40.46	0	Oc1ccc(cc1)C2=Cc3cc(O)ccc3C24Cc5ccccc5C4	84949	IC50	=	4.3	nM	8.37	IC50	=	4.3	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67485	CHEMBL679322	B	Binding affinity for estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	6687	CHEMBL1147609	14980690	Bioorg. Med. Chem. Lett.	2004	14	5	1317					
CHEMBL954	92984	CHEMBL954	92984	ENCLOMIPHENE	CLOMIPHENE	405.97	6.56	12.47	1	CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3	7706036	IC50	=	4.564	nM	8.34	IC50	=	.004564	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	774756	CHEMBL1909145	B	DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol)	15	DrugMatrix			32644	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	59306	CHEMBL1909046							1759	CHEMBL3308860	Sf9		
CHEMBL1083194	615285	CHEMBL1083194	615285		1i-(R)	499.52	4.45	105.53	0	Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5	3230277	IC50	=	4.8	nM	8.32	IC50	=	4.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	622101	CHEMBL1114100	B	Displacement of radiolabeled estrogen from estrogen receptor alpha by scintillation counting	1	Scientific Literature				Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			49994	CHEMBL1153760	19366247	J. Med. Chem.	2009	52	23	7544					
CHEMBL363872	319132	CHEMBL363872	319132		28	317.14	3.56	57.53	0	Oc1ccc(cc1)C2=C(Br)c3cc(O)ccc3C2=O	1482948	IC50	=	5.2	nM	8.28	IC50	=	5.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	304737	CHEMBL829337	B	Inhibition of human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20514	CHEMBL1139570	15876535	Bioorg. Med. Chem. Lett.	2005	15	12	3137					
CHEMBL1088343	615139	CHEMBL1088343	615139		5-(R), JNJ-26529126	499.61	6.09	60.39	1	COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5	3230285	IC50	=	5.8	nM	8.24	IC50	=	5.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	622101	CHEMBL1114100	B	Displacement of radiolabeled estrogen from estrogen receptor alpha by scintillation counting	1	Scientific Literature				Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			49994	CHEMBL1153760	19366247	J. Med. Chem.	2009	52	23	7544					
CHEMBL135	27626	CHEMBL135	27626	ESTRADIOL	17-beta-estradiol	272.39	3.61	40.46	0	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O	1216120	IC50	=	5.9	nM	8.23	IC50	=	5.9	nM			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67508	CHEMBL682292	B	Displacement of [3H]17-beta-estradiol from human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	15064	CHEMBL1132343	10447957	J. Med. Chem.	1999	42	16	3126					
CHEMBL3427388	1844780	CHEMBL3427388	1844780		15	482.41	5.75	96.97	1	OC(=O)\C=C\c1ccc(CC2=C(C(=O)Oc3cc(O)ccc23)c4cccc(OC(F)(F)F)c4)cc1	15243184	IC50	=	5.9	nM	8.23	IC50	=	.0059	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1476876	CHEMBL3429910	B	Binding affinity to ER alpha (unknown origin) by LanthaScreen TR-FRET competitive binding assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	91767	CHEMBL3425438	25790336	J. Med. Chem.	2015	58	8	3522					
CHEMBL370849	326324	CHEMBL370849	326324		3b	458.58	5.94	57.86	1	Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23	1523979	IC50	=	6	nM	8.22	IC50	=	6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	305813	CHEMBL829466	B	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	20473	CHEMBL1139599	15911274	Bioorg. Med. Chem. Lett.	2005	15	11	2891					
CHEMBL30439	45187	CHEMBL30439	45187		2	445.56	5.42	62.16	1	Oc1ccc(cc1)[C@@H]2Cc3ccc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4	1119433	IC50	=	6.7	nM	8.17	IC50	=	6.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	67487	CHEMBL679324	B	Binding affinity towards human recombinant Estrogen receptor alpha was determined	1	Scientific Literature				Expert	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	8	Homologous protein			17806	CHEMBL1149328	15084115	J. Med. Chem.	2004	47	9	2171					
CHEMBL195515	324474	CHEMBL195515	324474		3b, GW7604	370.45	5.86	57.53	1	CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3	15740551	IC50	=	6.761	nM	8.17	pIC50	=	8.17				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1519262	CHEMBL3624759	B	Antagonist activity at ERalpha receptor in human MCF7 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	93687	CHEMBL3621041	26407012	J. Med. Chem.	2015	58	20	8128	491	CHEMBL3308403	MCF7		
CHEMBL3775434	2074389	CHEMBL3775434	2074389		8	441.57	6.07	38.77	1	CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3	16504111	IC50	=	7.7	nM	8.11	IC50	=	.0077	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1561162	CHEMBL3777355	B	Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	98590	CHEMBL3774317	26896706	Eur. J. Med. Chem.	2016	112		171					
CHEMBL83	6968	CHEMBL83	6968	TAMOXIFEN	TAM	371.52	6	12.47	1	CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3	16505356	IC50	=	8	nM	8.1	IC50	=	.008	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1561162	CHEMBL3777355	B	Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	98590	CHEMBL3774317	26896706	Eur. J. Med. Chem.	2016	112		171					
CHEMBL469511	517136	CHEMBL469511	517136		18	443.54	5.31	62.16	1	Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2	2399267	IC50	=	8.4	nM	8.08	IC50	=	8.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	492826	CHEMBL940315	B	Displacement of fluorescein labeled estradiol from human recombinant ERalpha expressed in baculovirus infected insect cells by fluorescence polarization assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	19	CHEMBL206	SINGLE PROTEIN	P03372	Estrogen receptor alpha	Homo sapiens	9	Protein	Hormone_recep	high	45842	CHEMBL1152252	18835176	Bioorg. Med. Chem.	2008	16	21	9554					
