CMPD_CHEMBLID,MOLREGNO,PARENT_CMPD_CHEMBLID,PARENT_MOLREGNO,MOL_PREF_NAME,COMPOUND_KEY,MOLWEIGHT,ALOGP,PSA,NUM_RO5_VIOLATIONS,CANONICAL_SMILES,ACTIVITY_ID,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,PCHEMBL_VALUE,PUBLISHED_TYPE,PUBLISHED_RELATION,PUBLISHED_VALUE,PUBLISHED_UNITS,ACTIVITY_COMMENT,DATA_VALIDITY_COMMENT,POTENTIAL_DUPLICATE,BAO_ENDPOINT,UO_UNITS,QUDT_UNITS,ASSAY_ID,ASSAY_CHEMBLID,ASSAY_TYPE,DESCRIPTION,ASSAY_SRC_ID,ASSAY_SRC_DESCRIPTION,ASSAY_ORGANISM,ASSAY_STRAIN,ASSAY_TAX_ID,CURATED_BY,BAO_FORMAT,TID,TARGET_CHEMBLID,TARGET_TYPE,PROTEIN_ACCESSION,PREF_NAME,ORGANISM,CONFIDENCE_SCORE,TARGET_MAPPING,APD_NAME,APD_CONFIDENCE,DOC_ID,DOC_CHEMBLID,PUBMED_ID,JOURNAL,YEAR,VOLUME,ISSUE,FIRST_PAGE,CELL_ID,CELL_CHEMBL_ID,CELL_NAME,ACTIVITY_PARAMS,ACTIVITY_PROPS
CHEMBL30439,45187,CHEMBL30439,45187,,2,445.56,5.42,62.16,1.0,Oc1ccc(cc1)[C@@H]2Cc3ccc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1119433,IC50,=,6.7,nM,8.17,IC50,=,6.7,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,67487,CHEMBL679324,B,Binding affinity towards human recombinant Estrogen receptor alpha was determined,1,Scientific Literature,,,,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,17806,CHEMBL1149328,15084115.0,J. Med. Chem.,2004.0,47.0,9.0,2171.0,,,,,
CHEMBL3775434,2074389,CHEMBL3775434,2074389,,8,441.57,6.07,38.77,1.0,CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,16504111,IC50,=,7.7,nM,8.11,IC50,=,0.0077,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1561162,CHEMBL3777355,B,Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,98590,CHEMBL3774317,26896706.0,Eur. J. Med. Chem.,2016.0,112.0,,171.0,,,,,
CHEMBL469511,517136,CHEMBL469511,517136,,18,443.54,5.31,62.16,1.0,Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2,2399267,IC50,=,8.4,nM,8.08,IC50,=,8.4,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,492826,CHEMBL940315,B,Displacement of fluorescein labeled estradiol from human recombinant ERalpha expressed in baculovirus infected insect cells by fluorescence polarization assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,45842,CHEMBL1152252,18835176.0,Bioorg. Med. Chem.,2008.0,16.0,21.0,9554.0,,,,,
CHEMBL1084922,615283,CHEMBL1084922,615283,,1h-(R),500.6,4.55,74.63,1.0,CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,3230290,IC50,=,8.7,nM,8.06,IC50,=,8.7,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,622101,CHEMBL1114100,B,Displacement of radiolabeled estrogen from estrogen receptor alpha by scintillation counting,1,Scientific Literature,,,,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,49994,CHEMBL1153760,19366247.0,J. Med. Chem.,2009.0,52.0,23.0,7544.0,,,,,
CHEMBL83623,137809,CHEMBL83623,137809,,f,453.63,6.29,41.93,1.0,Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccs3)c4ccc(OCCN5CCCCC5)cc4,102968,IC50,=,8.8,nM,8.06,IC50,=,8.8,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,67484,CHEMBL679321,B,Binding affinity towards human estrogen receptor alpha,1,Scientific Literature,,,,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,6337,CHEMBL1146734,15109649.0,Bioorg. Med. Chem. Lett.,2004.0,14.0,10.0,2551.0,,,,,
CHEMBL539927,108509,CHEMBL539927,108509,,11,463.6,5.93,62.16,1.0,Oc1ccc(cc1)[C@@H]2Sc3cc(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1130526,IC50,=,9.6,nM,8.02,IC50,=,9.6,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,67495,CHEMBL679886,F,Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor alpha and the alkaline phosphatase reporter gene.,1,Scientific Literature,,,,Expert,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,6362,CHEMBL1146754,15125925.0,Bioorg. Med. Chem. Lett.,2004.0,14.0,11.0,2741.0,722.0,CHEMBL3307715,HEK293,,
CHEMBL3425530,1844800,CHEMBL3425530,1844800,,46,496.44,6.06,96.97,1.0,Cc1cc2C(=C(C(=O)Oc2cc1O)c3ccc(OC(F)(F)F)cc3)Cc4ccc(\C=C\C(=O)O)cc4,15243208,IC50,=,10.0,nM,8.0,IC50,=,0.01,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1476876,CHEMBL3429910,B,Binding affinity to ER alpha (unknown origin) by LanthaScreen TR-FRET competitive binding assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,91767,CHEMBL3425438,25790336.0,J. Med. Chem.,2015.0,58.0,8.0,3522.0,,,,,
CHEMBL3581693,1947752,CHEMBL3581693,1947752,BRILANESTRANT,2; GDC-0810; ARN-810,446.91,6.82,65.98,1.0,CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl,17985060,IC50,=,11.1,nM,7.96,IC50,=,11.1,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1649840,CHEMBL3998974,B,Antagonist activity at ERalpha in tamoxifen-sensitive human MCF7:WS8 cells assessed as inhibition of estradiol-induced response after 18 hrs by luciferase reporter gene assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000019,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,103863,CHEMBL3997798,28117994.0,J Med Chem,2017.0,60.0,4.0,1325.0,,,,,
CHEMBL3775283,2074392,CHEMBL3775283,2074392,,11,455.6,6.46,38.77,1.0,CC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,16505324,IC50,=,12.4,nM,7.91,IC50,=,0.0124,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1561162,CHEMBL3777355,B,Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,98590,CHEMBL3774317,26896706.0,Eur. J. Med. Chem.,2016.0,112.0,,171.0,,,,,
CHEMBL1087419,615175,CHEMBL1087419,615175,,(+)-1a,485.58,5.79,71.39,1.0,Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,3231573,IC50,=,13.0,nM,7.89,IC50,=,13.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,622101,CHEMBL1114100,B,Displacement of radiolabeled estrogen from estrogen receptor alpha by scintillation counting,1,Scientific Literature,,,,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,8,Homologous protein,,,49994,CHEMBL1153760,19366247.0,J. Med. Chem.,2009.0,52.0,23.0,7544.0,,,,,
CHEMBL202615,338323,CHEMBL202615,338323,,8,442.56,6.38,81.46,1.0,CN(C)CCOc1ccc(cc1)\C(=C(\CCCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,1681388,IC50,=,13.0,nM,7.89,IC50,=,0.013000000000000001,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,333988,CHEMBL867062,B,Displacement of [3H]estradiol from ERalpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,30691,CHEMBL1149464,16307879.0,Bioorg. Med. Chem. Lett.,2006.0,16.0,4.0,821.0,,,,,
CHEMBL180085,303488,CHEMBL180085,303488,,7b,445.63,6.29,21.7,1.0,COc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1432107,IC50,=,13.0,nM,7.89,IC50,=,13.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,304942,CHEMBL826971,B,Binding affinity for human estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20740,CHEMBL1144292,15664843.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,3.0,715.0,,,,,
CHEMBL3597499,1954453,CHEMBL3597499,1954453,,"2, PERM-3",1128.48,,,,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCNC(=N)N,15656975,IC50,=,13.0,nM,7.89,IC50,=,13.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1508098,CHEMBL3599826,B,Inhibition of estrogen receptor alpha (unknown origin)-SRC1 coactivator interaction incubated for 1 hr by receptor cofactor assay system based method,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,92886,CHEMBL3596179,26183544.0,Bioorg. Med. Chem.,2015.0,23.0,15.0,4132.0,,,,,
CHEMBL178559,301917,CHEMBL178559,301917,,3b,473.61,6.37,62.16,1.0,CC[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,1425923,IC50,=,14.0,nM,7.85,IC50,=,14.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,305467,CHEMBL831077,B,Inhibition of estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20896,CHEMBL1142044,15745820.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,6.0,1675.0,,,,,
CHEMBL101382,164146,CHEMBL101382,164146,,2,428.58,5.41,35.94,1.0,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,1435741,IC50,=,16.48,nM,7.78,pIC50(uM),=,1.7830000000000001,,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,307278,CHEMBL831663,B,Inhibition of transcriptional activation by human estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20821,CHEMBL1141983,15686893.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,4.0,957.0,,,,,
CHEMBL323119,164272,CHEMBL323119,164272,,20,471.65,5.26,39.18,1.0,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,1435929,IC50,=,19.01,nM,7.72,pIC50(uM),=,1.7209999999999999,,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,307278,CHEMBL831663,B,Inhibition of transcriptional activation by human estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20821,CHEMBL1141983,15686893.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,4.0,957.0,,,,,
CHEMBL434346,305544,CHEMBL434346,305544,,21,471.65,5.48,39.18,1.0,CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(OCCN5CCCCC5)cc4,1435935,IC50,=,19.82,nM,7.7,pIC50(uM),=,1.703,,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,307278,CHEMBL831663,B,Inhibition of transcriptional activation by human estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20821,CHEMBL1141983,15686893.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,4.0,957.0,,,,,
CHEMBL193726,323193,CHEMBL193726,323193,,7,236.27,3.92,40.46,0.0,Oc1ccc(cc1)c2ccc3c(O)cccc3c2,1513031,IC50,=,22.0,nM,7.66,IC50,=,22.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,306245,CHEMBL831155,B,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000019,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,21284,CHEMBL1139538,15943471.0,J. Med. Chem.,2005.0,48.0,12.0,3953.0,,,,,
CHEMBL4065632,2205543,CHEMBL4065632,2205543,,45,441.57,6.16,60.77,1.0,CCCCc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,18049048,IC50,=,23.0,nM,7.64,IC50,=,23.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1661537,CHEMBL4011149,B,Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estrogen-induced transcription preincubated overnight followed by estrogen addition measured after 24 hrs by dual luciferase reporter gene assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,104397,CHEMBL4007492,28296398.0,J Med Chem,2017.0,60.0,7.0,2790.0,,,,,
CHEMBL1082864,615158,CHEMBL1082864,615158,,6-(S),499.61,6.09,60.39,1.0,COc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,3230321,IC50,=,25.9,nM,7.59,IC50,=,25.9,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,622102,CHEMBL1114101,F,Antagonist activity at estrogen receptor in human Ishikawa cells assessed as 17-beta-estradiol-induced alkaline phosphatase activity after 3 days by chemiluminescence assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,49994,CHEMBL1153760,19366247.0,J. Med. Chem.,2009.0,52.0,23.0,7544.0,672.0,CHEMBL3307675,Ishikawa,,
CHEMBL202624,338956,CHEMBL202624,338956,,10b,370.27,3.76,57.61,0.0,CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,1681735,IC50,=,26.0,nM,7.58,IC50,=,26.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,333816,CHEMBL865275,F,Inhibition of binding to ER in Ad5-wt-ER-infected HAECT1 cells by NF-kappaB-mediated luciferase reporter,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,30683,CHEMBL1149456,16300947.0,Bioorg. Med. Chem. Lett.,2006.0,16.0,4.0,854.0,,,,,
CHEMBL363634,322958,CHEMBL363634,322958,,57,279.27,3.93,64.25,0.0,Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,1511684,IC50,=,26.0,nM,7.58,IC50,=,26.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,306245,CHEMBL831155,B,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000019,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,21284,CHEMBL1139538,15943471.0,J. Med. Chem.,2005.0,48.0,12.0,3953.0,,,,,
CHEMBL4086258,2226169,CHEMBL4086258,2226169,,53c,388.44,6.16,66.76,1.0,OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4)cc1,18113378,IC50,=,26.0,nM,7.58,IC50,=,26.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1674617,CHEMBL4024646,B,Induction of selective estrogen receptor alpha degradation in human MCF7 cells after 18 to 24 hrs by in-cell Western analysis,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,,,104895,CHEMBL4020850,29562737.0,J Med Chem,2018.0,61.0,7.0,2837.0,,,,,
CHEMBL195289,322837,CHEMBL195289,322837,,25,272.25,4.2,40.46,0.0,Oc1ccc2cc(ccc2c1)c3cc(F)c(O)cc3F,1511109,IC50,=,27.0,nM,7.57,IC50,=,27.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,306245,CHEMBL831155,B,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000019,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,21284,CHEMBL1139538,15943471.0,J. Med. Chem.,2005.0,48.0,12.0,3953.0,,,,,
CHEMBL3775224,2074390,CHEMBL3775224,2074390,,9,469.63,6.85,38.77,1.0,CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCC4)cc3,16504115,IC50,=,27.1,nM,7.57,IC50,=,0.0271,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1561162,CHEMBL3777355,B,Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,98590,CHEMBL3774317,26896706.0,Eur. J. Med. Chem.,2016.0,112.0,,171.0,,,,,
CHEMBL3657144,1990011,CHEMBL3657144,1990011,,BDBM129626,484.64,6.72,57.86,1.0,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCCC4)cc3)c5ccc(O)cc15,17643870,IC50,=,30.0,nM,7.52,IC50,=,30.0,nM,261342,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1528692,CHEMBL3705466,B,"Binding Assay: The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",37,BindingDB Database,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,94499,CHEMBL3639280,,,2014.0,,,,,,,,
CHEMBL3775375,2074393,CHEMBL3775375,2074393,,12,483.65,7.24,38.77,1.0,CCCC(=O)Oc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OCCN4CCCCC4)cc3,16505328,IC50,=,33.3,nM,7.48,IC50,=,0.0333,uM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1561162,CHEMBL3777355,B,Displacement of [3H]-E2 from human ER-alpha incubated for 16 to 20 hrs by liquid scintillation counting analysis,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,98590,CHEMBL3774317,26896706.0,Eur. J. Med. Chem.,2016.0,112.0,,171.0,,,,,
CHEMBL192260,322919,CHEMBL192260,322919,,28,306.69,4.85,40.46,0.0,Oc1cc(F)c(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,1511118,IC50,=,35.0,nM,7.46,IC50,=,35.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,306245,CHEMBL831155,B,Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor alpha expressed in Escherichia coli,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000019,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,21284,CHEMBL1139538,15943471.0,J. Med. Chem.,2005.0,48.0,12.0,3953.0,,,,,
CHEMBL319211,164196,CHEMBL319211,164196,,16,446.57,5.33,35.94,1.0,CC1(N(CCc2cc(O)ccc12)c3cccc(F)c3)c4ccc(OCCN5CCCC5)cc4,1437644,IC50,=,38.99,nM,7.41,pIC50(uM),=,1.409,,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,307276,CHEMBL831661,B,Inhibition of binding to human estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20821,CHEMBL1141983,15686893.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,4.0,957.0,,,,,
CHEMBL3775540,2074104,CHEMBL3775540,2074104,,14a,379.5,4.87,60.77,0.0,CC(C)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,16506116,IC50,=,39.0,nM,7.41,IC50,=,39.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,1561513,CHEMBL3776150,B,Displacement of fluormone ES2 from GST-tagged recombinant human ERalpha LBD after 1 hr by Lanthascreen TR-FRET assay,1,Scientific Literature,Homo sapiens,,9606.0,Autocuration,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,98570,CHEMBL3774369,26819673.0,ACS Med. Chem. Lett.,2016.0,7.0,1.0,94.0,,,,,
CHEMBL98558,164184,CHEMBL98558,164184,,3,428.58,5.19,35.94,1.0,CC1(N(CCc2cc(O)ccc12)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1435744,IC50,=,39.81,nM,7.4,pIC50(uM),=,1.4,,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,307276,CHEMBL831661,B,Inhibition of binding to human estrogen receptor alpha,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,20821,CHEMBL1141983,15686893.0,Bioorg. Med. Chem. Lett.,2005.0,15.0,4.0,957.0,,,,,
CHEMBL214207,356826,CHEMBL214207,356826,,20g,453.58,5.39,49.77,1.0,CN(C)CCOc1ccc(cc1)C2=C3c4ccc(O)cc4CC3(Cc5ccccc5)CCC2=O,1760343,IC50,=,40.0,nM,7.4,IC50,=,40.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,402353,CHEMBL866167,B,Binding affinity to ERalpha L384M/M421G mutant,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000357,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,31765,CHEMBL1149487,16942012.0,J. Med. Chem.,2006.0,49.0,18.0,5404.0,,,,,
CHEMBL222452,373308,CHEMBL222452,373308,,11a,266.34,4.13,38.05,0.0,CCCn1nc(c2ccc(O)cc2)c3cccc(C)c13,1839996,IC50,=,40.0,nM,7.4,IC50,=,40.0,nM,,,0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,429939,CHEMBL916819,B,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,1,Scientific Literature,Homo sapiens,,9606.0,Expert,BAO_0000219,19,CHEMBL206,SINGLE PROTEIN,P03372,Estrogen receptor alpha,Homo sapiens,9,Protein,Hormone_recep,high,35287,CHEMBL1149265,15588074.0,J. Med. Chem.,2004.0,47.0,26.0,6435.0,,,,,
